OBJECTID,Site_Description,Date_Sample_Collected,Test_Name,Species_Group,Result_Name,Result_Value_String,Result_Value_Numeric,Units,Result_Label
21794,Glenelg Jetty,2025-10-06,Algal Identification,Cyanoprokaryota,Romeria sp.,,,Cells/L,Not detected
21795,Glenelg Jetty,2025-10-06,Algal Identification,Other,Heterosigma akashiwo,,,Cells/L,Not detected
21796,Glenelg Jetty,2025-10-06,Algal Identification,Other,Apedinella spinifera,,4000,Cells/L,"4,000 Cells/L"
21797,Glenelg Jetty,2025-10-06,Algal Identification,Other,Pedinella hexacostata,,,Cells/L,Not detected
21798,Glenelg Jetty,2025-10-06,Algal Identification,Other,Unidentified Amoebae,,,Cells/L,Not detected
21799,Glenelg Jetty,2025-10-06,Algal Identification,Other,Unidentified Bodonids,,4000,Cells/L,"4,000 Cells/L"
21800,Glenelg Jetty,2025-10-06,Algal Identification,Other,Unidentified Choanoflagellates,,,Cells/L,Not detected
21801,Glenelg Jetty,2025-10-06,Algal Identification,Other,Mesodinium rubrum,,,Cells/L,Not detected
21802,Port River Garden Island Boat Ramp,2025-10-06,Algal Count - Total,,Results summary,"Planktonic diatoms (Rhizosolenia) and small flagellates (including high levels of Karenia sp. with other dinoflagellates, cryptomonads, ochromonads). Some sediment and organic detritus.",,,"Planktonic diatoms (Rhizosolenia) and small flagellates (including high levels of Karenia sp. with other dinoflagellates, cryptomonads, ochromonads). Some sediment and organic detritus."
21803,Port River Garden Island Boat Ramp,2025-10-06,Algal Count - Total,,Total Phytoplankton > 5 micrometres,,4065600,Cells/L,"4,065,600 Cells/L"
21804,Port River Garden Island Boat Ramp,2025-10-06,Algal Count - Total,,Diatoms ,,620500,Cells/L,"620,500 Cells/L"
21805,Port River Garden Island Boat Ramp,2025-10-06,Algal Count - Total,,Dinoflagellates,,2252600,Cells/L,"2,252,600 Cells/L"
21806,Port River Garden Island Boat Ramp,2025-10-06,Algal Count - Total,,Other flagellates,,1192500,Cells/L,"1,192,500 Cells/L"
21807,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Diatoms,Amphora sp.,,500,Cells/L,500 Cells/L
21808,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Diatoms,Asterionella  sp.,,,Cells/L,Not detected
21809,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Diatoms,Asterionellopsis glacialis,,,Cells/L,Not detected
21810,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Diatoms,Aulacoseira granulata,,,Cells/L,Not detected
21811,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Diatoms,Biddulphia sp.,,,Cells/L,Not detected
21812,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Diatoms,Chaetoceros spp.,,,Cells/L,Not detected
21813,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Diatoms,Cocconeis spp.,,,Cells/L,Not detected
21814,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Diatoms,Coscinodiscus spp.,x,,Cells/L,Detected in sample but not observed during cell counts 
21815,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Diatoms,Cyclotella sp.,,,Cells/L,Not detected
21816,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Diatoms,Cylindrotheca (=Ceratoneis) closterium,,10000,Cells/L,"10,000 Cells/L"
21817,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Diatoms,Donkinea sp.,,,Cells/L,Not detected
21818,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Diatoms,Entomoneis spp.,,10000,Cells/L,"10,000 Cells/L"
21819,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Diatoms,Fragilaria sp.,,,Cells/L,Not detected
21820,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Diatoms,Grammotophora marina,,,Cells/L,Not detected
21821,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Diatoms,Guinardia flaccida,,10000,Cells/L,"10,000 Cells/L"
21822,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Diatoms,Haslea wawrikae,,,Cells/L,Not detected
21823,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Diatoms,Leptocylindrus danicus,,110000,Cells/L,"110,000 Cells/L"
21824,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Diatoms,Leptocylindrus minimus,,,Cells/L,Not detected
21825,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Diatoms,Licmophora sp.,,,Cells/L,Not detected
21826,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Diatoms,Naviculoid spp.,,10000,Cells/L,"10,000 Cells/L"
21827,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Diatoms,Nitzschia spp.,,,Cells/L,Not detected
21828,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Diatoms,Plagiotropis sp.,,,Cells/L,Not detected
21829,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Diatoms,Pleurosigma sp.,x,,Cells/L,Detected in sample but not observed during cell counts 
21830,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Diatoms,Pseudo-nitzschia delicatissima group,,,Cells/L,Not detected
21831,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Diatoms,Pseudo-nitzschia fraudulenta/australis,,,Cells/L,Not detected
21832,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Diatoms,Rhizosolenia setigera,,470000,Cells/L,"470,000 Cells/L"
21833,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Diatoms,Striatella  unipunctata,x,,Cells/L,Detected in sample but not observed during cell counts 
21834,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Diatoms,Synedra sp.,,,Cells/L,Not detected
21835,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Amphidinium sp.,,500,Cells/L,500 Cells/L
21836,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Azadinium/Heterocapsa sp.,,13000,Cells/L,"13,000 Cells/L"
21837,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Dinophysis caudata,,50,Cells/L,50 Cells/L
21838,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Dinophysis odiosa ,,,Cells/L,Not detected
21839,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Diplopsalid spp.,,2000,Cells/L,"2,000 Cells/L"
21840,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Gonyaulax  spinifera,,,Cells/L,Not detected
21841,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Gonyaulax  spp.,,,Cells/L,Not detected
21842,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Gymnodinioid spp.,,330000,Cells/L,"330,000 Cells/L"
21843,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Gyrodinium spp.,,10000,Cells/L,"10,000 Cells/L"
21844,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Heterocapsa rotundata,,120000,Cells/L,"120,000 Cells/L"
21845,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Heterocapsa spp.,,10000,Cells/L,"10,000 Cells/L"
21846,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Karenia sp.,,1400000,Cells/L,"1,400,000 Cells/L"
21847,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Karlodinium sp.,,4000,Cells/L,"4,000 Cells/L"
21848,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Katodinium sp.,,50000,Cells/L,"50,000 Cells/L"
21849,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Lessardia  elongata,,20000,Cells/L,"20,000 Cells/L"
21850,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Levanderina fissa,,,Cells/L,Not detected
21851,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Margalefidinium (=Cochlodinium) spp. ,,1000,Cells/L,"1,000 Cells/L"
21852,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Mesoporus perforatus,,5000,Cells/L,"5,000 Cells/L"
21853,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Noctiluca  scintillans,,50,Cells/L,50 Cells/L
21854,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Oxyrrhis marina,,,Cells/L,Not detected
21855,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Oxytoxum sp.,,,Cells/L,Not detected
21856,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Peridinium sp.,,20000,Cells/L,"20,000 Cells/L"
21857,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Phalacroma rotundatum,,,Cells/L,Not detected
21858,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Prorocentrum compressum,,,Cells/L,Not detected
21859,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Prorocentrum gracile,,,Cells/L,Not detected
21860,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Prorocentrum triestinum,,,Cells/L,Not detected
21861,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Prorocentrum sp.,,10000,Cells/L,"10,000 Cells/L"
21862,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Protoperidinium spp.,,,Cells/L,Not detected
21863,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Scrippsiella spp.,,240000,Cells/L,"240,000 Cells/L"
21864,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Takayama spp.,,7000,Cells/L,"7,000 Cells/L"
21865,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Tripos (=Ceratium) lineatus,,10000,Cells/L,"10,000 Cells/L"
21866,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Chrysophytes,Dinobryon sp.,,10000,Cells/L,"10,000 Cells/L"
21867,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Chrysophytes,Ochromonas spp.,,370000,Cells/L,"370,000 Cells/L"
21868,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Prymnesiophytes,Chrysochromulina spp.,,40000,Cells/L,"40,000 Cells/L"
21869,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Prymnesiophytes,Emiliania huxleyi,,80000,Cells/L,"80,000 Cells/L"
21870,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Prymnesiophytes,Prymnesium sp.,,10000,Cells/L,"10,000 Cells/L"
21871,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Cryptophytes,Hemiselmis sp.,,170000,Cells/L,"170,000 Cells/L"
21872,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Cryptophytes,Leucocryptos marina,,,Cells/L,Not detected
21873,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Cryptophytes,Plagioselmis prolonga,,150000,Cells/L,"150,000 Cells/L"
21874,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Cryptophytes,Rhodomonas sp.,,1500,Cells/L,"1,500 Cells/L"
21875,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Cryptophytes,Teleaulax acuta,,,Cells/L,Not detected
21876,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Chlorophytes,Dunaliella sp.,,10000,Cells/L,"10,000 Cells/L"
21877,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Chlorophytes,Monoraphidium sp.,,500,Cells/L,500 Cells/L
21878,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Chlorophytes,Oocystis sp.,,,Cells/L,Not detected
21879,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Chlorophytes,Scenedesmus sp.,,,Cells/L,Not detected
21880,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Chlorophytes,Staurastrum sp.,,,Cells/L,Not detected
21881,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Chlorophytes,Tetraedon sp.,,,Cells/L,Not detected
21882,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Prasinophytes,Cymbomonas sp.,,70000,Cells/L,"70,000 Cells/L"
21883,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Prasinophytes,Pyramimonas spp.,,80000,Cells/L,"80,000 Cells/L"
21884,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Euglenophyta,Euglena spp.,,,Cells/L,Not detected
21885,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Euglenophyta,Eutreptiella spp.,,20000,Cells/L,"20,000 Cells/L"
21886,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Euglenophyta,cf. Trachelomonas spp.,,,Cells/L,Not detected
21887,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Cyanoprokaryota,Geitlerinema  sp. (filaments),,,Cells/L,Not detected
21888,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Cyanoprokaryota,Lyngbya sp. (filaments),,,Cells/L,Not detected
21889,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Cyanoprokaryota,Merismopedia sp.,,80000,Cells/L,"80,000 Cells/L"
21890,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Cyanoprokaryota,cf. Microchaete sp. (filaments),,,Cells/L,Not detected
21891,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Cyanoprokaryota,Oscillatoria sp. (filaments),,,Cells/L,Not detected
21892,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Cyanoprokaryota,Phormidium sp. (filaments),,,Cells/L,Not detected
21893,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Cyanoprokaryota,Planktolyngbya sp.,,,Cells/L,Not detected
21894,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Cyanoprokaryota,Romeria sp.,,,Cells/L,Not detected
21895,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Other,Heterosigma akashiwo,,500,Cells/L,500 Cells/L
21896,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Other,Apedinella spinifera,,,Cells/L,Not detected
21897,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Other,Pedinella hexacostata,,20000,Cells/L,"20,000 Cells/L"
21898,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Other,Unidentified Amoebae,,,Cells/L,Not detected
21899,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Other,Unidentified Bodonids,,10000,Cells/L,"10,000 Cells/L"
21900,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Other,Unidentified Choanoflagellates,,30000,Cells/L,"30,000 Cells/L"
21901,Port River Garden Island Boat Ramp,2025-10-06,Algal Identification,Other,Mesodinium rubrum,,40000,Cells/L,"40,000 Cells/L"
21902,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Count - Total,,Results summary,"Mainly planktonic diatoms (Leptocylindrus) with benthic diatoms (Cylindrotheca) and small flagellates (including high levels of Karenia sp. with other dinoflagellates, cryptomonads, ochromonads).  High levels of sediment and organic detritus.",,,"Mainly planktonic diatoms (Leptocylindrus) with benthic diatoms (Cylindrotheca) and small flagellates (including high levels of Karenia sp. with other dinoflagellates, cryptomonads, ochromonads).  High levels of sediment and organic detritus."
21903,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Count - Total,,Total Phytoplankton > 5 micrometres,,4051500,Cells/L,"4,051,500 Cells/L"
21904,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Count - Total,,Diatoms ,,2266500,Cells/L,"2,266,500 Cells/L"
21905,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Count - Total,,Dinoflagellates,,641000,Cells/L,"641,000 Cells/L"
21906,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Count - Total,,Other flagellates,,1144000,Cells/L,"1,144,000 Cells/L"
21907,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Diatoms,Amphora sp.,,40000,Cells/L,"40,000 Cells/L"
21908,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Diatoms,Asterionella  sp.,,,Cells/L,Not detected
21909,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Diatoms,Asterionellopsis glacialis,,,Cells/L,Not detected
21910,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Diatoms,Aulacoseira granulata,,,Cells/L,Not detected
21911,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Diatoms,Biddulphia sp.,,500,Cells/L,500 Cells/L
21912,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Diatoms,Chaetoceros spp.,,120000,Cells/L,"120,000 Cells/L"
21913,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Diatoms,Cocconeis spp.,,10000,Cells/L,"10,000 Cells/L"
21914,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Diatoms,Coscinodiscus spp.,x,,Cells/L,Detected in sample but not observed during cell counts 
21915,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Diatoms,Cyclotella sp.,,10000,Cells/L,"10,000 Cells/L"
21916,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Diatoms,Cylindrotheca (=Ceratoneis) closterium,,240000,Cells/L,"240,000 Cells/L"
21917,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Diatoms,Donkinea sp.,,,Cells/L,Not detected
21918,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Diatoms,Entomoneis spp.,,3000,Cells/L,"3,000 Cells/L"
21919,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Diatoms,Fragilaria sp.,,,Cells/L,Not detected
21920,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Diatoms,Grammotophora marina,,,Cells/L,Not detected
21921,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Diatoms,Guinardia flaccida,,20000,Cells/L,"20,000 Cells/L"
21922,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Diatoms,Haslea wawrikae,,30000,Cells/L,"30,000 Cells/L"
21923,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Diatoms,Leptocylindrus danicus,,1700000,Cells/L,"1,700,000 Cells/L"
21924,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Diatoms,Leptocylindrus minimus,,,Cells/L,Not detected
21925,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Diatoms,Licmophora sp.,,500,Cells/L,500 Cells/L
21926,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Diatoms,Naviculoid spp.,,10000,Cells/L,"10,000 Cells/L"
21927,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Diatoms,Nitzschia spp.,,,Cells/L,Not detected
21928,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Diatoms,Plagiotropis sp.,,2500,Cells/L,"2,500 Cells/L"
21929,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Diatoms,Pleurosigma sp.,,20000,Cells/L,"20,000 Cells/L"
21930,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Diatoms,Pseudo-nitzschia delicatissima group,,,Cells/L,Not detected
21931,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Diatoms,Pseudo-nitzschia fraudulenta/australis,,,Cells/L,Not detected
21932,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Diatoms,Rhizosolenia setigera,,60000,Cells/L,"60,000 Cells/L"
21933,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Diatoms,Striatella  unipunctata,,,Cells/L,Not detected
21934,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Diatoms,Synedra sp.,,,Cells/L,Not detected
21935,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Amphidinium sp.,,,Cells/L,Not detected
21936,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Azadinium/Heterocapsa sp.,,4000,Cells/L,"4,000 Cells/L"
21937,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Dinophysis caudata,,,Cells/L,Not detected
21938,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Dinophysis odiosa ,,,Cells/L,Not detected
21939,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Diplopsalid spp.,,2000,Cells/L,"2,000 Cells/L"
21940,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Gonyaulax  spinifera,,,Cells/L,Not detected
21941,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Gonyaulax  spp.,,,Cells/L,Not detected
21942,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Gymnodinioid spp.,,160000,Cells/L,"160,000 Cells/L"
21943,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Gyrodinium spp.,,30000,Cells/L,"30,000 Cells/L"
21944,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Heterocapsa rotundata,,10000,Cells/L,"10,000 Cells/L"
21945,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Heterocapsa spp.,,,Cells/L,Not detected
21946,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Karenia sp.,,320000,Cells/L,"320,000 Cells/L"
21947,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Karlodinium sp.,,6000,Cells/L,"6,000 Cells/L"
21948,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Katodinium sp.,,20000,Cells/L,"20,000 Cells/L"
21949,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Lessardia  elongata,,1500,Cells/L,"1,500 Cells/L"
21950,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Levanderina fissa,x,,Cells/L,Detected in sample but not observed during cell counts 
21951,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Margalefidinium (=Cochlodinium) spp. ,,,Cells/L,Not detected
21952,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Mesoporus perforatus,,20000,Cells/L,"20,000 Cells/L"
21953,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Noctiluca  scintillans,,,Cells/L,Not detected
21954,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Oxyrrhis marina,,,Cells/L,Not detected
21955,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Oxytoxum sp.,,10000,Cells/L,"10,000 Cells/L"
21956,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Peridinium sp.,,1500,Cells/L,"1,500 Cells/L"
21957,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Phalacroma rotundatum,,,Cells/L,Not detected
21958,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Prorocentrum compressum,x,,Cells/L,Detected in sample but not observed during cell counts 
21959,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Prorocentrum gracile,,,Cells/L,Not detected
21960,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Prorocentrum triestinum,x,,Cells/L,Detected in sample but not observed during cell counts 
21961,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Prorocentrum sp.,,,Cells/L,Not detected
21962,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Protoperidinium spp.,,10000,Cells/L,"10,000 Cells/L"
21963,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Scrippsiella spp.,,10000,Cells/L,"10,000 Cells/L"
21964,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Takayama spp.,,6000,Cells/L,"6,000 Cells/L"
21965,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Dinoflagellates,Tripos (=Ceratium) lineatus,,30000,Cells/L,"30,000 Cells/L"
21966,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Chrysophytes,Dinobryon sp.,,20000,Cells/L,"20,000 Cells/L"
21967,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Chrysophytes,Ochromonas spp.,,340000,Cells/L,"340,000 Cells/L"
21968,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Prymnesiophytes,Chrysochromulina spp.,,40000,Cells/L,"40,000 Cells/L"
21969,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Prymnesiophytes,Emiliania huxleyi,,80000,Cells/L,"80,000 Cells/L"
21970,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Prymnesiophytes,Prymnesium sp.,,,Cells/L,Not detected
21971,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Cryptophytes,Hemiselmis sp.,,140000,Cells/L,"140,000 Cells/L"
21972,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Cryptophytes,Leucocryptos marina,,,Cells/L,Not detected
21973,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Cryptophytes,Plagioselmis prolonga,,170000,Cells/L,"170,000 Cells/L"
21974,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Cryptophytes,Rhodomonas sp.,,1500,Cells/L,"1,500 Cells/L"
21975,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Cryptophytes,Teleaulax acuta,,20000,Cells/L,"20,000 Cells/L"
21976,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Chlorophytes,Dunaliella sp.,,30000,Cells/L,"30,000 Cells/L"
21977,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Chlorophytes,Monoraphidium sp.,,,Cells/L,Not detected
21978,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Chlorophytes,Oocystis sp.,,20000,Cells/L,"20,000 Cells/L"
21979,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Chlorophytes,Scenedesmus sp.,,40000,Cells/L,"40,000 Cells/L"
21980,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Chlorophytes,Staurastrum sp.,,,Cells/L,Not detected
21981,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Chlorophytes,Tetraedon sp.,,,Cells/L,Not detected
21982,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Prasinophytes,Cymbomonas sp.,,90000,Cells/L,"90,000 Cells/L"
21983,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Prasinophytes,Pyramimonas spp.,,100000,Cells/L,"100,000 Cells/L"
21984,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Euglenophyta,Euglena spp.,,,Cells/L,Not detected
21985,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Euglenophyta,Eutreptiella spp.,,,Cells/L,Not detected
21986,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Euglenophyta,cf. Trachelomonas spp.,,,Cells/L,Not detected
